Customer ID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase Frequency,Payment Method,Browsing Time (min),Total Purchases,Satisfaction Level
100525,33,Male,80,66,12,Debit Card,39,30,Medium
100526,22,Male,24,79,24,Cash,69,32,High
100527,52,Male,131,67,2,Cash,80,44,Medium
100528,29,Male,97,69,15,UPI,33,19,Medium
100529,42,Male,148,40,24,Debit Card,76,45,Low
100530,38,Female,84,50,20,Credit Card,76,40,Medium
100531,53,Male,53,40,16,UPI,80,2,Low
100532,40,Female,27,37,2,Debit Card,40,14,Low
100533,33,Male,73,91,13,Credit Card,116,33,Medium
100534,56,Female,81,69,18,Cash,38,32,Medium
100535,59,Male,55,17,22,Debit Card,40,41,Low
100536,56,Female,49,62,19,UPI,59,19,Medium
100537,31,Female,95,41,11,Credit Card,8,14,Medium
100538,48,Female,48,76,14,Credit Card,15,4,Medium
100539,22,Female,90,42,3,Debit Card,63,2,Medium
100540,52,Female,84,31,9,Debit Card,7,10,Low
100541,40,Female,25,33,5,Cash,78,29,Low
100542,46,Female,126,43,14,Credit Card,16,15,Medium
100543,28,Female,41,93,7,Cash,117,31,Medium
100544,35,Female,62,67,12,Cash,77,33,Medium
100545,29,Female,38,38,21,UPI,25,29,Low
100546,26,Male,32,41,18,UPI,102,11,Medium
100547,27,Female,41,63,11,Debit Card,26,48,Medium
100548,34,Female,68,40,24,Debit Card,22,45,Low
100549,55,Male,69,30,9,Debit Card,112,40,Low
100550,24,Female,134,47,11,UPI,10,9,Medium
100551,30,Female,35,22,18,Cash,93,47,Low
100552,57,Male,129,96,2,Cash,118,29,Medium
100553,59,Male,134,55,20,UPI,113,37,Medium
100554,26,Female,72,43,13,Debit Card,83,21,Medium
100555,44,Male,68,61,15,Debit Card,69,31,Medium
100556,19,Female,17,74,8,Cash,59,22,Medium
100557,22,Female,143,32,5,Credit Card,44,18,Low
100558,46,Female,20,4,5,Credit Card,86,2,Low
100559,54,Male,33,93,7,Credit Card,56,22,Medium
100560,55,Female,100,45,12,Credit Card,48,37,Medium
100561,36,Female,129,72,20,Debit Card,99,20,High
100562,25,Male,137,20,12,UPI,66,48,Low
100563,18,Female,87,71,9,UPI,88,48,Medium
100564,39,Female,61,65,4,Credit Card,112,4,Medium
100565,34,Female,99,60,8,UPI,93,26,Medium
100566,24,Female,42,89,19,Cash,101,20,High
100567,42,Female,60,26,22,Credit Card,78,22,Low
100568,21,Female,146,73,1,Debit Card,33,43,Medium
100569,53,Male,134,23,23,Credit Card,23,20,Low
100570,23,Female,130,40,11,Cash,32,29,Low
100571,48,Female,75,2,23,UPI,95,48,Low
100572,36,Male,31,26,13,UPI,23,31,Low
100573,56,Female,48,78,18,UPI,111,23,High
100574,44,Female,34,62,21,Debit Card,35,44,Medium
100575,27,Male,57,44,20,Credit Card,58,38,Medium
100576,43,Male,24,31,10,Debit Card,103,16,Low
100577,36,Male,108,26,13,Cash,66,19,Low
100578,56,Male,129,83,12,Debit Card,18,11,Medium
100579,20,Male,141,5,13,Credit Card,54,12,Low
100580,30,Male,124,70,2,UPI,63,36,Medium
100581,45,Male,121,35,3,UPI,74,13,Low
100582,37,Female,119,16,17,UPI,62,2,Low
100583,45,Female,85,31,21,UPI,13,11,Low
100584,25,Female,98,82,19,Debit Card,61,1,High
100585,58,Male,17,14,12,Credit Card,45,41,Low
100586,56,Female,60,25,16,Credit Card,31,10,Low
100587,18,Male,40,79,20,Credit Card,62,3,High
100588,20,Female,22,90,20,Debit Card,85,8,High
100589,30,Female,69,75,22,UPI,104,16,High
100590,45,Female,105,71,10,UPI,72,36,Medium
100591,42,Female,128,18,23,Credit Card,62,43,Low
100592,50,Male,93,50,23,UPI,28,40,Medium
100593,55,Male,115,20,15,Debit Card,119,39,Low
100594,23,Female,100,56,8,Cash,84,20,Medium
100595,49,Male,59,2,19,UPI,66,47,Low
100596,38,Male,64,26,5,Cash,85,8,Low
100597,33,Female,78,23,12,Cash,71,10,Low
100598,38,Male,109,32,10,Cash,107,37,Low
100599,28,Male,16,13,22,UPI,105,32,Low
100600,54,Male,109,13,14,Cash,7,27,Low
100601,53,Male,76,17,22,UPI,112,31,Low
100602,52,Female,88,89,12,Credit Card,55,3,Medium
100603,36,Female,114,58,24,Debit Card,109,39,Medium
100604,37,Male,125,86,13,Cash,103,6,Medium
100605,35,Female,118,27,21,Cash,71,17,Low
100606,58,Female,29,17,21,Credit Card,84,10,Low
100607,31,Female,28,90,17,Debit Card,61,21,High
100608,32,Male,41,38,1,Credit Card,24,29,Low
100609,48,Male,99,14,22,Debit Card,49,29,Low
100610,18,Female,23,14,10,Cash,10,20,Low
100611,20,Female,34,12,5,Debit Card,37,15,Low
100612,33,Male,93,69,11,Credit Card,47,2,Medium
100613,40,Female,71,68,10,Cash,54,33,Medium
100614,28,Male,114,55,6,Credit Card,31,12,Medium
100615,29,Female,89,63,15,Cash,34,13,Medium
100616,27,Male,81,29,9,UPI,103,44,Low
100617,49,Male,33,89,8,Cash,22,44,Medium
100618,33,Male,119,45,23,Debit Card,34,39,Medium
100619,25,Male,25,4,23,Debit Card,111,39,Low
100620,55,Female,65,16,6,Debit Card,94,38,Low
100621,29,Male,140,66,6,Debit Card,19,45,Medium
100622,41,Female,94,23,17,Debit Card,100,21,Low
100623,45,Male,68,68,12,UPI,103,41,Medium
100624,25,Male,31,20,7,Cash,80,16,Low
100625,45,Female,38,17,5,Cash,66,34,Low
100626,53,Female,62,52,16,UPI,25,27,Medium
100627,43,Female,98,6,23,UPI,16,43,Low
100628,25,Male,21,82,6,Debit Card,53,3,Medium
100629,45,Male,25,84,8,Credit Card,5,9,Medium
100630,45,Female,26,39,3,Credit Card,79,44,Low
100631,54,Male,124,34,8,Debit Card,59,34,Low
100632,58,Female,147,54,7,UPI,29,19,Medium
100633,53,Male,147,88,17,Cash,51,38,High
100634,44,Male,142,82,19,Credit Card,77,26,High
100635,34,Male,68,94,20,Credit Card,43,23,High
100636,26,Female,69,65,14,UPI,111,18,Medium
100637,50,Male,93,87,6,Debit Card,31,45,Medium
100638,37,Female,104,29,7,Cash,97,46,Low
100639,30,Female,111,41,5,Debit Card,54,40,Medium
100640,45,Male,141,63,19,Debit Card,95,41,Medium
100641,46,Female,44,32,21,Debit Card,59,45,Low
100642,30,Female,38,66,7,Debit Card,32,49,Medium
100643,52,Male,145,45,9,Credit Card,61,38,Medium
100644,23,Female,136,17,12,UPI,107,10,Low
100645,35,Female,114,43,15,Cash,86,43,Medium
100646,22,Male,85,66,15,Credit Card,83,10,Medium
100647,42,Male,28,68,24,Cash,20,21,Medium
100648,19,Male,62,34,21,Cash,115,38,Low
100649,27,Female,43,1,16,Credit Card,91,38,Low
100650,47,Female,64,23,23,Credit Card,98,47,Low
100651,22,Male,41,6,20,Cash,104,7,Low
100652,50,Female,93,16,15,Cash,60,12,Low
100653,18,Male,110,2,5,UPI,39,41,Low
100654,35,Male,85,76,12,Credit Card,32,33,Medium
100655,49,Male,94,27,4,Credit Card,50,25,Low
100656,28,Female,95,19,3,Cash,71,28,Low
100657,38,Female,101,28,1,Cash,20,24,Low
100658,43,Male,22,35,13,Debit Card,83,48,Low
100659,42,Male,16,68,5,Cash,87,31,Medium
100660,39,Female,137,49,12,Cash,78,18,Medium
100661,44,Male,135,7,2,UPI,53,23,Low
100662,30,Female,110,37,6,Cash,72,7,Low
100663,50,Male,107,25,5,Debit Card,26,8,Low
100664,51,Male,17,41,18,Debit Card,22,15,Medium
100665,58,Female,16,81,24,Credit Card,26,38,High
100666,52,Female,129,62,5,Debit Card,110,28,Medium
100667,18,Female,63,41,18,Credit Card,20,27,Medium
100668,38,Female,115,14,16,Cash,60,21,Low
100669,23,Female,43,54,17,Debit Card,7,44,Medium
100670,45,Male,88,2,2,UPI,112,27,Low
100671,34,Male,119,88,17,UPI,119,47,High
100672,22,Female,20,79,10,Debit Card,57,47,Medium
100673,48,Female,76,48,3,Credit Card,39,42,Medium
100674,22,Male,45,51,14,Credit Card,109,41,Medium
100675,55,Male,133,97,19,Credit Card,107,14,High
100676,20,Female,26,55,12,Debit Card,84,21,Medium
100677,40,Female,26,12,1,Cash,89,14,Low
100678,54,Male,39,83,7,Cash,25,49,Medium
100679,54,Female,105,69,7,Cash,69,43,Medium
100680,27,Male,102,1,13,Credit Card,61,6,Low
100681,27,Male,90,59,9,Debit Card,98,12,Medium
100682,36,Female,32,73,5,UPI,51,28,Medium
100683,34,Male,59,34,4,Cash,38,49,Low
100684,38,Male,125,93,5,Cash,52,29,Medium
100685,31,Male,94,46,24,Credit Card,43,37,Medium
100686,26,Female,82,59,24,Cash,114,38,Medium
100687,18,Male,32,66,20,Debit Card,91,3,Medium
100688,30,Female,68,19,12,Cash,102,33,Low
100689,21,Male,126,28,8,Credit Card,34,46,Low
100690,18,Male,111,99,13,Debit Card,54,12,Medium
100691,57,Male,41,40,4,Credit Card,101,12,Low
100692,49,Male,92,57,20,UPI,20,11,Medium
100693,51,Male,102,51,11,Cash,109,28,Medium
100694,45,Female,68,22,15,Debit Card,98,35,Low
100695,48,Female,101,68,24,Debit Card,7,34,Medium
100696,25,Male,19,8,14,Cash,113,22,Low
100697,56,Female,137,60,18,UPI,65,39,Medium
100698,43,Female,68,65,20,UPI,6,23,Medium
100699,51,Male,53,36,1,Cash,30,12,Low
100700,20,Female,123,71,1,Cash,22,19,Medium
100701,29,Female,146,89,11,Cash,70,31,Medium
100702,18,Female,88,29,24,Credit Card,44,13,Low
100703,22,Female,79,65,20,Debit Card,7,19,Medium
100704,47,Male,51,56,6,Debit Card,21,36,Medium
100705,47,Female,81,82,5,Cash,28,22,Medium
100706,34,Male,125,4,13,Credit Card,6,44,Low
100707,40,Male,139,84,10,Credit Card,74,30,Medium
100708,32,Female,101,72,6,Debit Card,44,4,Medium
100709,54,Male,61,91,4,UPI,30,13,Medium
100710,38,Female,27,50,4,Cash,61,20,Medium
100711,31,Male,58,39,7,Cash,53,39,Low
100712,19,Female,139,35,16,Credit Card,61,6,Low
100713,28,Female,133,25,1,Debit Card,60,44,Low
100714,56,Male,145,78,9,Credit Card,74,12,Medium
100715,55,Female,140,44,19,UPI,80,16,Medium
100716,51,Female,63,47,20,Debit Card,25,45,Medium
100717,55,Female,138,40,15,Cash,20,17,Low
100718,51,Female,92,31,9,Debit Card,10,8,Low
100719,35,Male,144,69,21,Debit Card,38,33,Medium
100720,47,Male,117,81,20,Cash,63,44,High
100721,32,Male,119,74,22,UPI,71,39,High
100722,44,Female,134,43,1,Credit Card,45,12,Medium
100723,51,Male,45,55,1,UPI,23,26,Medium
100724,55,Female,82,16,16,UPI,33,19,Low
100725,50,Female,51,68,5,UPI,36,13,Medium
100726,41,Female,38,69,21,Debit Card,14,10,Medium
100727,32,Male,58,42,9,UPI,68,34,Medium
100728,47,Male,97,41,1,Debit Card,95,31,Medium
100729,59,Male,55,50,19,Debit Card,97,27,Medium
100730,34,Male,56,84,16,Credit Card,81,3,High
100731,22,Female,122,6,3,Credit Card,24,44,Low
100732,46,Male,54,75,4,UPI,32,5,Medium
100733,21,Male,62,53,12,Debit Card,31,5,Medium
100734,27,Male,127,17,7,Cash,81,37,Low
100735,34,Male,98,57,15,Debit Card,29,7,Medium
100736,27,Female,18,67,23,Credit Card,33,40,Medium
100737,34,Male,122,16,15,Cash,19,48,Low
100738,37,Male,74,52,5,Debit Card,49,42,Medium
100739,41,Male,128,90,23,UPI,49,13,High
100740,22,Female,19,88,2,Debit Card,34,34,Medium
100741,51,Male,120,34,12,Cash,42,36,Low
100742,23,Male,20,84,19,UPI,64,34,High
100743,19,Male,28,81,23,Cash,36,3,High
100744,30,Female,140,20,5,Credit Card,54,10,Low
100745,28,Female,76,80,23,Credit Card,75,43,High
100746,40,Male,41,56,3,Debit Card,39,35,Medium
100747,33,Male,68,51,24,Debit Card,101,37,Medium
100748,48,Female,104,53,6,Credit Card,80,6,Medium
100749,28,Female,26,49,13,Cash,91,21,Medium
100750,33,Female,88,4,20,Cash,9,45,Low
100751,25,Female,40,18,15,UPI,111,5,Low
100752,21,Female,59,36,4,UPI,112,3,Low
100753,57,Male,98,35,20,UPI,35,20,Low
100754,21,Male,117,30,7,Credit Card,84,30,Low
100755,42,Male,138,63,22,Credit Card,101,12,Medium
100756,20,Male,137,82,18,Credit Card,57,35,High
100757,49,Female,130,21,21,Debit Card,118,32,Low
100758,20,Female,28,52,21,Cash,5,19,Medium
100759,44,Female,31,96,22,Credit Card,90,15,High
100760,46,Female,27,69,7,UPI,96,10,Medium
100761,49,Female,107,41,12,UPI,73,26,Medium
100762,36,Male,77,54,11,Credit Card,72,6,Medium
100763,38,Male,47,87,24,Credit Card,69,48,High
100764,22,Male,43,30,12,Cash,19,47,Low
100765,35,Male,51,91,15,UPI,105,26,Medium
100766,45,Male,117,56,8,Cash,107,2,Medium
100767,59,Female,38,79,11,Credit Card,117,49,Medium
100768,39,Female,147,41,21,Cash,56,48,Medium
100769,38,Female,139,14,18,Debit Card,42,32,Low
100770,23,Female,67,21,10,Credit Card,113,3,Low
100771,18,Female,102,98,8,UPI,28,19,Medium
100772,22,Male,112,90,6,UPI,27,36,Medium
100773,58,Male,128,25,3,Cash,51,20,Low
100774,29,Male,109,50,20,Credit Card,11,30,Medium
100775,43,Female,134,95,12,UPI,35,37,Medium
100776,51,Female,87,53,17,Cash,11,45,Medium
100777,31,Female,120,48,3,Cash,81,20,Medium
100778,43,Female,40,70,20,Credit Card,8,34,Medium
100779,44,Male,32,48,18,UPI,58,44,Medium
100780,26,Female,72,4,12,UPI,86,17,Low
100781,43,Male,107,24,22,UPI,108,42,Low
100782,39,Female,63,31,24,Credit Card,87,23,Low
100783,47,Male,85,83,16,Credit Card,84,41,High
100784,34,Female,79,75,22,Credit Card,56,9,High
100785,43,Female,47,29,10,Debit Card,86,27,Low
100786,53,Male,64,5,19,Cash,84,17,Low
100787,18,Male,18,82,9,Debit Card,52,41,Medium
100788,25,Female,133,67,14,Debit Card,99,46,Medium
100789,52,Male,98,75,20,UPI,93,17,High
100790,32,Female,131,85,14,UPI,70,49,Medium
100791,39,Female,116,94,22,Cash,114,2,High
100792,31,Male,145,83,4,Cash,58,15,Medium
100793,43,Female,20,53,15,Credit Card,119,11,Medium
100794,45,Female,37,89,20,UPI,96,37,High
100795,40,Male,149,64,2,Debit Card,84,41,Medium
100796,31,Female,134,35,18,Cash,58,9,Low
100797,41,Female,75,12,2,Cash,104,14,Low
100798,19,Female,114,47,18,Debit Card,49,8,Medium
100799,43,Female,79,90,8,Credit Card,44,43,Medium
100800,31,Male,148,55,10,UPI,39,12,Medium
100801,24,Male,38,69,20,UPI,28,7,Medium
100802,20,Male,51,83,4,Debit Card,39,3,Medium
100803,40,Female,59,91,10,Credit Card,98,26,Medium
100804,35,Male,114,38,10,Debit Card,41,3,Low
100805,55,Male,116,29,3,UPI,79,46,Low
100806,52,Male,77,12,21,Debit Card,113,4,Low
100807,32,Female,43,19,4,Debit Card,38,32,Low
100808,42,Male,115,9,23,UPI,106,46,Low
100809,54,Male,123,82,10,UPI,107,14,Medium
100810,45,Female,110,29,7,UPI,28,3,Low
100811,27,Female,24,3,22,Debit Card,97,13,Low
100812,56,Female,49,87,23,Debit Card,8,8,High
100813,34,Female,69,30,12,Debit Card,109,38,Low
100814,56,Female,110,58,7,Credit Card,54,2,Medium
100815,39,Female,137,88,13,Cash,98,38,Medium
100816,43,Male,26,53,8,Credit Card,82,46,Medium
100817,42,Male,18,4,13,Cash,28,31,Low
100818,34,Female,120,57,1,UPI,106,39,Medium
100819,30,Female,104,54,16,Cash,102,27,Medium
100820,37,Male,81,28,19,Credit Card,40,17,Low
100821,42,Female,79,16,19,UPI,83,35,Low
100822,21,Female,96,13,21,Cash,39,46,Low
100823,27,Male,119,72,13,Cash,33,24,Medium
100824,20,Female,98,56,7,Cash,40,1,Medium
100825,58,Female,119,53,15,Debit Card,72,29,Medium
100826,35,Male,129,48,6,UPI,83,26,Medium
100827,53,Male,42,25,4,Debit Card,15,44,Low
100828,39,Male,30,66,22,UPI,59,35,Medium
100829,51,Male,35,30,23,Cash,53,44,Low
100830,25,Male,91,3,20,Cash,83,24,Low
100831,57,Female,56,23,11,Credit Card,61,46,Low
100832,36,Female,68,29,24,Cash,89,33,Low
100833,59,Female,46,41,21,Debit Card,103,26,Medium
100834,58,Female,128,94,19,Debit Card,91,37,High
100835,54,Female,52,11,2,Cash,59,39,Low
100836,23,Male,128,21,17,Debit Card,60,26,Low
100837,43,Female,124,91,15,Cash,78,38,Medium
100838,51,Female,117,24,20,Credit Card,8,38,Low
100839,23,Female,91,95,18,Credit Card,113,11,High
100840,54,Female,67,94,12,Cash,29,29,Medium
100841,50,Female,135,65,3,Credit Card,6,29,Medium
100842,39,Male,17,1,17,Cash,106,3,Low
100843,38,Female,68,54,14,Debit Card,23,9,Medium
100844,23,Female,54,72,6,Cash,92,35,Medium
100845,23,Female,82,34,4,UPI,12,6,Low
100846,21,Female,128,80,21,UPI,68,9,High
100847,47,Female,144,91,8,Cash,10,8,Medium
100848,28,Female,56,68,20,Cash,88,27,Medium
100849,47,Male,108,83,22,Cash,18,34,High
100850,48,Female,115,29,3,Credit Card,108,24,Low
100851,41,Male,138,3,8,UPI,74,48,Low
100852,26,Male,16,11,13,Cash,80,5,Low
100853,20,Female,105,8,19,Cash,109,10,Low
100854,48,Female,73,62,15,Debit Card,75,20,Medium
100855,57,Female,112,33,23,Debit Card,61,22,Low
100856,54,Male,30,8,7,Credit Card,113,12,Low
100857,53,Female,30,25,3,Credit Card,34,44,Low
100858,41,Female,122,88,19,UPI,84,29,High
100859,48,Female,37,26,10,UPI,12,31,Low
100860,23,Male,56,26,16,Cash,18,6,Low
100861,19,Male,51,17,14,UPI,52,46,Low
100862,37,Female,86,91,8,Cash,88,7,Medium
100863,45,Male,148,29,11,Credit Card,32,33,Low
100864,28,Female,130,43,19,Credit Card,10,46,Medium
100865,21,Male,20,73,2,Credit Card,34,15,Medium
100866,32,Female,46,78,5,Debit Card,8,13,Medium
100867,23,Male,52,5,11,UPI,104,24,Low
100868,47,Female,51,50,7,Credit Card,71,30,Medium
100869,55,Female,75,94,8,Credit Card,14,33,Medium
100870,19,Male,91,56,17,Credit Card,106,20,Medium
100871,32,Male,141,63,12,UPI,31,19,Medium
100872,28,Male,100,57,18,UPI,86,19,Medium
100873,25,Male,21,92,7,Debit Card,49,38,Medium
100874,43,Male,99,45,9,Debit Card,79,24,Medium
100875,22,Female,20,37,19,Debit Card,104,5,Low
100876,23,Female,17,72,14,Debit Card,108,22,Medium
100877,43,Male,61,79,24,Credit Card,39,22,High
100878,21,Female,99,92,19,Cash,112,28,High
100879,36,Female,108,36,20,Debit Card,17,17,Low
100880,37,Male,37,33,18,Cash,59,31,Low
100881,50,Female,17,6,15,Credit Card,91,47,Low
100882,37,Female,143,76,21,Credit Card,47,7,High
100883,29,Male,81,71,21,UPI,77,17,High
100884,18,Male,85,45,4,Cash,72,12,Medium
100885,43,Female,145,92,13,Cash,47,7,Medium
100886,31,Male,81,7,5,Credit Card,44,29,Low
100887,55,Female,69,65,12,UPI,118,45,Medium
100888,54,Male,146,24,17,Debit Card,35,8,Low
100889,28,Male,45,45,10,Debit Card,7,4,Medium
100890,53,Male,80,61,12,UPI,104,40,Medium
100891,30,Male,115,19,6,UPI,21,16,Low
100892,20,Female,78,32,20,Debit Card,84,16,Low
100893,50,Male,45,30,20,Credit Card,43,22,Low
100894,23,Male,131,65,12,Credit Card,70,11,Medium
100895,27,Female,80,32,13,UPI,73,41,Low
100896,22,Female,61,57,21,Credit Card,101,11,Medium
100897,40,Female,36,20,17,Credit Card,81,5,Low
100898,27,Female,108,85,20,Cash,80,42,High
100899,19,Male,97,83,10,Debit Card,23,38,Medium
100900,30,Female,60,94,19,UPI,26,48,High
100901,57,Male,103,92,5,Debit Card,108,12,Medium
100902,19,Female,133,96,5,Cash,12,40,Medium
100903,37,Male,60,30,8,Credit Card,112,25,Low
100904,18,Female,15,87,17,Credit Card,72,45,High
100905,54,Male,110,91,3,Cash,75,13,Medium
100906,26,Male,75,59,21,Debit Card,116,48,Medium
100907,34,Female,119,90,16,Cash,90,26,High
100908,26,Male,95,62,19,Credit Card,22,11,Medium
100909,28,Male,28,67,6,Credit Card,10,40,Medium
100910,32,Male,59,31,10,Debit Card,118,23,Low
100911,41,Male,91,66,16,Credit Card,8,13,Medium
100912,55,Female,80,54,13,Debit Card,45,33,Medium
100913,52,Male,46,10,3,UPI,113,28,Low
100914,47,Male,110,38,22,Credit Card,55,4,Low
100915,48,Female,72,83,8,Credit Card,16,28,Medium
100916,22,Female,118,31,20,Debit Card,116,34,Low
100917,31,Female,70,29,8,UPI,41,10,Low
100918,28,Male,148,25,7,Credit Card,6,49,Low
100919,26,Male,81,32,11,Credit Card,7,8,Low
100920,51,Female,132,17,20,UPI,49,9,Low
100921,29,Male,52,45,3,Credit Card,89,18,Medium
100922,52,Female,145,49,21,Debit Card,43,2,Medium
100923,52,Male,126,87,21,UPI,81,18,High
100924,18,Female,147,18,7,UPI,116,40,Low
100925,57,Male,68,75,11,Cash,58,2,Medium
100926,39,Female,48,52,17,Credit Card,82,22,Medium
100927,46,Male,53,20,18,UPI,98,16,Low
100928,25,Female,126,62,9,UPI,22,37,Medium
100929,28,Male,102,13,13,UPI,17,32,Low
100930,58,Male,62,88,15,Cash,18,10,Medium
100931,54,Male,63,43,19,Credit Card,45,41,Medium
100932,31,Female,48,84,15,UPI,44,34,Medium
100933,47,Male,114,92,7,Credit Card,93,48,Medium
100934,52,Male,149,99,3,UPI,105,16,Medium
100935,38,Male,32,21,24,Debit Card,95,49,Low
100936,54,Female,84,6,8,UPI,91,34,Low
100937,22,Male,128,71,13,UPI,75,37,Medium
100938,36,Female,48,93,16,Cash,52,40,High
100939,31,Male,65,53,3,UPI,14,34,Medium
100940,43,Female,119,87,21,Debit Card,93,44,High
100941,21,Female,107,52,23,UPI,58,13,Medium
100942,42,Male,83,69,1,Debit Card,39,48,Medium
100943,59,Female,103,86,3,Debit Card,28,37,Medium
100944,42,Female,117,9,16,Debit Card,53,12,Low
100945,35,Male,97,96,1,Cash,46,15,Medium
100946,57,Female,25,74,18,Credit Card,79,30,High
100947,25,Female,50,46,14,Credit Card,88,31,Medium
100948,56,Female,96,92,7,Debit Card,78,29,Medium
100949,57,Female,52,75,23,Cash,54,34,High
100950,31,Male,103,71,3,Cash,25,32,Medium
100951,49,Female,15,30,22,Credit Card,32,44,Low
100952,55,Female,118,43,16,Debit Card,96,23,Medium
100953,50,Male,79,59,6,Credit Card,59,10,Medium
100954,40,Male,15,38,18,Credit Card,31,8,Low
100955,32,Female,139,34,13,Cash,101,21,Low
100956,50,Male,74,46,24,Cash,72,11,Medium
100957,42,Male,39,92,2,UPI,103,12,Medium
100958,34,Male,105,32,12,Cash,88,49,Low
100959,50,Male,64,16,4,Cash,10,39,Low
100960,19,Male,106,39,9,Credit Card,62,47,Low
100961,31,Male,46,1,20,Cash,10,19,Low
100962,57,Male,47,98,23,Cash,64,34,High
100963,57,Male,40,57,5,Credit Card,85,38,Medium
100964,56,Male,56,87,10,Cash,23,34,Medium
100965,23,Female,75,20,6,Cash,117,46,Low
100966,23,Female,55,82,1,UPI,65,26,Medium
100967,20,Female,144,82,20,Debit Card,21,40,High
100968,24,Female,113,42,5,UPI,53,16,Medium
100969,25,Female,112,85,6,Cash,7,19,Medium
100970,59,Male,45,72,22,Credit Card,114,29,High
100971,32,Male,129,34,21,Credit Card,38,45,Low
100972,46,Female,62,50,19,Debit Card,66,38,Medium
100973,50,Female,16,11,11,Credit Card,64,36,Low
100974,47,Male,115,43,15,Cash,72,21,Medium
100975,56,Female,142,10,2,UPI,91,10,Low
100976,44,Male,73,8,15,Debit Card,86,47,Low
100977,53,Female,134,72,7,UPI,38,23,Medium
100978,46,Male,52,19,17,Credit Card,33,44,Low
100979,55,Female,121,65,12,Cash,64,44,Medium
100980,50,Male,35,55,12,Debit Card,48,7,Medium
100981,54,Female,56,52,5,Credit Card,19,38,Medium
100982,44,Female,24,3,20,Credit Card,49,5,Low
100983,50,Male,147,53,7,UPI,79,19,Medium
100984,21,Male,47,44,2,Credit Card,107,46,Medium
100985,39,Female,83,96,13,UPI,13,33,Medium
100986,19,Female,94,48,24,Credit Card,115,24,Medium
100987,27,Male,115,54,9,UPI,39,43,Medium
100988,22,Male,43,16,15,UPI,14,23,Low
100989,27,Male,148,30,15,Cash,108,22,Low
100990,50,Female,67,92,1,Debit Card,42,36,Medium
100991,55,Female,138,28,21,Debit Card,33,46,Low
100992,30,Male,56,16,20,Cash,50,21,Low
100993,48,Female,61,51,21,Credit Card,74,18,Medium
100994,53,Female,25,33,3,Credit Card,87,38,Low
100995,41,Male,97,25,1,Debit Card,94,27,Low
100996,32,Female,123,18,19,UPI,77,37,Low
100997,46,Male,41,26,20,UPI,109,49,Low
100998,25,Male,76,6,13,Debit Card,116,25,Low
100999,22,Female,145,38,15,Debit Card,49,39,Low
101000,46,Female,117,44,13,Cash,81,30,Medium
101001,21,Male,58,67,18,Credit Card,94,43,Medium
101002,29,Male,107,43,17,UPI,112,14,Medium
101003,19,Male,44,6,1,Cash,57,34,Low
101004,44,Female,133,78,15,Debit Card,88,32,Medium
101005,48,Male,43,64,24,Cash,6,31,Medium
101006,53,Male,44,82,4,Cash,8,49,Medium
101007,53,Male,118,80,2,UPI,75,2,Medium
